OBJID,NVOTE,N_EL,N_CS,N_CW,N_ACW,N_EDGE,N_DK,N_MG,EL,CS,CW,ACW,EDGE,DK,MG,EL_DEB,CS_DEB,EL_DEB[123],CS_DEB[123],AMATEUR,EXPERT,AMATEUR_MAJOR,HAND
587725040094150927,19,0,19,16,0,3,0,0,0.000,1.000,0.842,0.000,0.158,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587726016681803900,31,6,14,3,2,9,2,9,0.194,0.452,0.097,0.065,0.290,0.065,0.290,0.069,0.535,0.199,0.893,U,L,1,1
588017566026760287,28,28,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
588017564953018374,46,6,29,2,21,6,1,10,0.130,0.630,0.043,0.457,0.130,0.022,0.217,0.046,0.699,0.062,0.938,U,L,1,-1
588010879298240602,31,5,16,0,7,9,1,9,0.161,0.516,0.000,0.226,0.290,0.032,0.290,0.084,0.576,0.230,0.867,U,L,1,-1
588017111296245941,41,3,38,35,2,1,0,0,0.073,0.927,0.854,0.049,0.024,0.000,0.000,0.025,0.975,0.025,0.975,S,L,1,1
588013383281082458,66,64,1,0,0,1,1,0,0.970,0.015,0.000,0.000,0.015,0.015,0.000,0.967,0.018,0.982,0.018,E,M,0,0
587726031713927306,27,9,17,0,0,17,0,1,0.333,0.630,0.000,0.000,0.630,0.000,0.037,0.333,0.630,0.467,0.533,U,M,1,0
587741602032189532,36,0,36,1,35,0,0,0,0.000,1.000,0.028,0.972,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587738952292696186,35,5,26,0,24,2,3,1,0.143,0.743,0.000,0.686,0.057,0.086,0.029,0.037,0.838,0.042,0.958,S,L,1,-1
588017111296245875,38,10,27,21,2,4,0,1,0.263,0.711,0.553,0.053,0.105,0.000,0.026,0.163,0.810,0.329,0.809,U,L,1,1
588017719571382301,54,45,4,1,1,2,4,1,0.833,0.074,0.019,0.019,0.037,0.074,0.019,0.833,0.074,0.918,0.082,E,M,0,0
587724649796206707,27,11,16,0,0,16,0,0,0.407,0.593,0.000,0.000,0.593,0.000,0.000,0.203,0.797,0.366,0.748,S,M,1,0
587729385542516821,27,7,20,0,2,18,0,0,0.259,0.741,0.000,0.074,0.667,0.000,0.000,0.037,0.963,0.037,0.963,S,L,1,-1
587729388226871356,64,1,63,0,61,2,0,0,0.016,0.984,0.000,0.953,0.031,0.000,0.000,0.008,0.992,0.008,0.992,S,L,1,-1
587724649796206692,31,1,30,0,29,1,0,0,0.032,0.968,0.000,0.935,0.032,0.000,0.000,0.032,0.968,0.032,0.968,S,L,1,-1
588011122503057513,28,22,2,0,0,2,4,0,0.786,0.071,0.000,0.000,0.071,0.143,0.000,0.735,0.116,0.895,0.105,U,M,0,0
588017567637373075,27,6,21,1,2,18,0,0,0.222,0.778,0.037,0.074,0.667,0.000,0.000,0.222,0.778,0.373,0.744,U,M,1,0
587734894365966419,55,0,51,48,1,2,0,4,0.000,0.927,0.873,0.018,0.036,0.000,0.073,0.000,0.927,0.000,1.000,S,L,1,1
588010877687627878,51,17,33,0,26,7,1,0,0.333,0.647,0.000,0.510,0.137,0.020,0.000,0.096,0.880,0.231,0.935,U,L,1,-1
587732483286696059,59,3,55,54,0,1,1,0,0.051,0.932,0.915,0.000,0.017,0.017,0.000,0.032,0.951,0.033,0.967,S,L,1,1
587739506617483375,32,1,31,0,25,6,0,0,0.031,0.969,0.000,0.781,0.188,0.000,0.000,0.024,0.976,0.024,0.976,S,L,1,-1
587725040094216329,32,18,12,1,1,10,2,0,0.562,0.375,0.031,0.031,0.312,0.062,0.000,0.562,0.375,0.701,0.429,U,M,0,0
587725040094216210,56,44,9,0,0,9,1,2,0.786,0.161,0.000,0.000,0.161,0.018,0.036,0.633,0.304,0.856,0.329,U,M,0,0
588017567637373079,33,0,32,31,1,0,0,1,0.000,0.970,0.939,0.030,0.000,0.000,0.030,0.000,0.970,0.000,1.000,S,L,1,1
587732769982972071,29,23,4,1,0,3,2,0,0.793,0.138,0.034,0.000,0.103,0.069,0.000,0.705,0.222,0.871,0.255,U,M,0,0
587741532790980780,49,3,45,1,37,7,1,0,0.061,0.918,0.020,0.755,0.143,0.020,0.000,0.045,0.934,0.046,0.954,S,L,1,-1
588013383281082512,41,1,40,0,36,4,0,0,0.024,0.976,0.000,0.878,0.098,0.000,0.000,0.009,0.991,0.009,0.991,S,L,1,-1
587734891681611868,46,1,43,0,42,1,1,1,0.022,0.935,0.000,0.913,0.022,0.022,0.022,0.022,0.935,0.023,0.977,S,L,1,-1
587732592253075593,28,27,0,0,0,0,1,0,0.964,0.000,0.000,0.000,0.000,0.036,0.000,0.964,0.000,1.000,0.000,E,M,0,0
588017626692321401,39,21,15,2,6,7,3,0,0.538,0.385,0.051,0.154,0.179,0.077,0.000,0.318,0.588,0.389,0.611,U,L,0,-1
588017110222569603,29,0,29,0,29,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588295841250934870,39,0,39,38,1,0,0,0,0.000,1.000,0.974,0.026,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
588017604147544140,27,3,22,19,0,3,2,0,0.111,0.815,0.704,0.000,0.111,0.074,0.000,0.051,0.872,0.055,0.945,S,L,1,1
587738947220799529,76,1,74,0,74,0,0,1,0.013,0.974,0.000,0.974,0.000,0.000,0.013,0.013,0.974,0.013,0.987,S,L,1,-1
587726031713992776,68,2,66,66,0,0,0,0,0.029,0.971,0.971,0.000,0.000,0.000,0.000,0.025,0.975,0.025,0.975,S,L,1,1
588017720645124164,62,55,3,0,2,1,3,1,0.887,0.048,0.000,0.032,0.016,0.048,0.016,0.864,0.071,0.924,0.076,U,M,0,0
588017719571382331,56,44,8,1,1,6,1,3,0.786,0.143,0.018,0.018,0.107,0.018,0.054,0.726,0.200,0.961,0.224,U,M,0,0
587732482212954169,52,0,47,46,0,1,0,5,0.000,0.904,0.885,0.000,0.019,0.000,0.096,0.000,0.904,0.000,1.000,S,L,1,1
588017948815261728,28,0,28,26,1,1,0,0,0.000,1.000,0.929,0.036,0.036,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587738947220799510,31,0,31,1,30,0,0,0,0.000,1.000,0.032,0.968,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588017949352132762,56,2,52,49,0,3,0,2,0.036,0.929,0.875,0.000,0.054,0.000,0.036,0.014,0.950,0.015,0.985,S,L,1,1
587728677394382980,28,10,16,4,3,9,2,0,0.357,0.571,0.143,0.107,0.321,0.071,0.000,0.112,0.797,0.217,0.890,U,L,1,-1
588011124650541187,27,24,2,1,0,1,1,0,0.889,0.074,0.037,0.000,0.037,0.037,0.000,0.806,0.154,0.911,0.089,U,M,0,0
587732134312673379,28,0,25,25,0,0,0,3,0.000,0.893,0.893,0.000,0.000,0.000,0.107,0.000,0.893,0.000,1.000,S,L,1,1
587738568703672459,30,2,28,27,0,1,0,0,0.067,0.933,0.900,0.000,0.033,0.000,0.000,0.014,0.986,0.014,0.986,S,L,1,1
587722984426766425,22,11,8,1,4,3,3,0,0.500,0.364,0.045,0.182,0.136,0.136,0.000,0.217,0.597,0.348,0.743,U,L,0,-1
587722984426766427,29,8,20,6,0,14,1,0,0.276,0.690,0.207,0.000,0.483,0.034,0.000,0.062,0.896,0.065,0.935,U,L,1,1
588017720645124268,25,6,19,10,0,9,0,0,0.240,0.760,0.400,0.000,0.360,0.000,0.000,0.055,0.945,0.055,0.945,S,L,1,1
588017978893140493,62,1,61,0,59,2,0,0,0.016,0.984,0.000,0.952,0.032,0.000,0.000,0.002,0.998,0.002,0.998,S,L,1,-1
587725041167958207,27,12,13,0,4,9,1,1,0.444,0.481,0.000,0.148,0.333,0.037,0.037,0.206,0.701,0.343,0.764,U,L,1,-1
587733080276271269,29,0,29,1,28,0,0,0,0.000,1.000,0.034,0.966,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587724649259335850,56,38,15,4,4,7,2,1,0.679,0.268,0.071,0.071,0.125,0.036,0.018,0.348,0.569,0.429,0.571,U,M,0,0
587741601495384164,26,8,16,0,11,5,2,0,0.308,0.615,0.000,0.423,0.192,0.077,0.000,0.079,0.825,0.087,0.913,S,L,1,-1
587731869098573948,32,5,27,21,0,6,0,0,0.156,0.844,0.656,0.000,0.188,0.000,0.000,0.146,0.854,0.297,0.830,S,L,1,1
587741601495384171,32,9,20,1,15,4,3,0,0.281,0.625,0.031,0.469,0.125,0.094,0.000,0.057,0.825,0.065,0.935,S,L,1,-1
588017565489954933,19,14,1,0,0,1,2,2,0.737,0.053,0.000,0.000,0.053,0.105,0.105,0.656,0.109,0.908,0.092,U,M,0,0
587726016144998582,26,12,12,9,0,3,2,0,0.462,0.462,0.346,0.000,0.115,0.077,0.000,0.126,0.761,0.240,0.861,U,L,1,1
588017720645189759,25,2,23,19,2,2,0,0,0.080,0.920,0.760,0.080,0.080,0.000,0.000,0.026,0.974,0.026,0.974,S,L,1,1
587732769983037533,60,50,7,2,2,3,3,0,0.833,0.117,0.033,0.033,0.050,0.050,0.000,0.749,0.197,0.945,0.245,U,M,0,0
587725039020474484,29,22,6,3,0,3,1,0,0.759,0.207,0.103,0.000,0.103,0.034,0.000,0.759,0.207,0.914,0.217,U,M,0,0
587734893829161046,55,12,41,1,32,8,1,1,0.218,0.745,0.018,0.582,0.145,0.018,0.018,0.088,0.872,0.212,0.953,U,L,1,-1
588295842324676738,34,23,1,0,0,1,1,9,0.676,0.029,0.000,0.000,0.029,0.029,0.265,0.657,0.045,0.936,0.064,U,M,0,0
587725039557410957,36,1,34,1,32,1,0,1,0.028,0.944,0.028,0.889,0.028,0.000,0.028,0.028,0.944,0.029,0.971,S,L,1,-1
588017565489954949,36,2,34,0,34,0,0,0,0.056,0.944,0.000,0.944,0.000,0.000,0.000,0.025,0.975,0.025,0.975,S,L,1,-1
588017702395904135,54,50,2,1,0,1,2,0,0.926,0.037,0.019,0.000,0.019,0.037,0.000,0.903,0.059,0.939,0.061,E,M,0,0
587732771056779382,29,5,23,13,1,9,0,1,0.172,0.793,0.448,0.034,0.310,0.000,0.034,0.069,0.894,0.072,0.928,S,L,1,1
587731889505697876,35,1,31,0,20,11,0,3,0.029,0.886,0.000,0.571,0.314,0.000,0.086,0.011,0.902,0.012,0.988,S,L,1,-1
588295841787805828,52,5,46,34,1,11,1,0,0.096,0.885,0.654,0.019,0.212,0.019,0.000,0.056,0.925,0.057,0.943,S,L,1,1
588017977282592829,57,5,52,5,31,16,0,0,0.088,0.912,0.088,0.544,0.281,0.000,0.000,0.088,0.912,0.088,0.912,S,L,1,-1
588017566563696743,30,1,29,27,2,0,0,0,0.033,0.967,0.900,0.067,0.000,0.000,0.000,0.025,0.975,0.025,0.975,S,L,1,1
587741722283212869,31,0,30,27,1,2,1,0,0.000,0.968,0.871,0.032,0.065,0.032,0.000,0.000,0.968,0.000,1.000,S,L,1,1
587728676857577596,51,33,15,1,1,13,3,0,0.647,0.294,0.020,0.020,0.255,0.059,0.000,0.482,0.451,0.517,0.483,U,M,0,0
587732589568786575,56,52,3,0,0,3,1,0,0.929,0.054,0.000,0.000,0.054,0.018,0.000,0.865,0.116,0.953,0.047,U,M,0,0
588009372301983865,31,28,2,0,0,2,1,0,0.903,0.065,0.000,0.000,0.065,0.032,0.000,0.849,0.117,0.950,0.050,U,M,0,0
587725040094281910,34,31,2,0,0,2,1,0,0.912,0.059,0.000,0.000,0.059,0.029,0.000,0.760,0.199,0.943,0.201,U,M,0,0
587741721746342035,27,0,27,27,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587739720824127602,66,8,57,0,48,9,1,0,0.121,0.864,0.000,0.727,0.136,0.015,0.000,0.017,0.967,0.017,0.983,S,L,1,-1
588017979966947360,27,0,25,24,1,0,0,2,0.000,0.926,0.889,0.037,0.000,0.000,0.074,0.000,0.926,0.000,1.000,S,L,1,1
588017977282592854,29,8,20,0,17,3,1,0,0.276,0.690,0.000,0.586,0.103,0.034,0.000,0.061,0.897,0.064,0.936,S,L,1,-1
587732483823632467,21,17,3,1,1,1,1,0,0.810,0.143,0.048,0.048,0.048,0.048,0.000,0.685,0.261,0.839,0.268,U,M,0,0
588295841251000332,25,10,14,4,3,7,1,0,0.400,0.560,0.160,0.120,0.280,0.040,0.000,0.163,0.787,0.284,0.819,U,L,1,1
587732772667392090,60,3,56,49,2,5,0,1,0.050,0.933,0.817,0.033,0.083,0.000,0.017,0.022,0.961,0.022,0.978,S,L,1,1
587732771056779312,57,51,3,0,1,2,3,0,0.895,0.053,0.000,0.018,0.035,0.053,0.000,0.839,0.105,0.927,0.073,U,M,0,0
587731870172315866,58,36,21,1,16,4,1,0,0.621,0.362,0.017,0.276,0.069,0.017,0.000,0.615,0.368,0.793,0.410,U,L,0,-1
587733081886949510,64,41,13,1,1,11,10,0,0.641,0.203,0.016,0.016,0.172,0.156,0.000,0.641,0.203,0.878,0.314,U,M,0,0
587732136460222489,62,52,2,0,0,2,8,0,0.839,0.032,0.000,0.000,0.032,0.129,0.000,0.839,0.032,0.963,0.037,E,M,0,0
588017705080324167,35,34,1,0,0,1,0,0,0.971,0.029,0.000,0.000,0.029,0.000,0.000,0.940,0.060,0.940,0.060,E,M,0,0
588298661963300872,29,1,28,21,0,7,0,0,0.034,0.966,0.724,0.000,0.241,0.000,0.000,0.024,0.976,0.024,0.976,S,L,1,1
588017948278456437,63,41,10,3,0,7,12,0,0.651,0.159,0.048,0.000,0.111,0.190,0.000,0.526,0.260,0.788,0.393,U,L,0,1
587735348038533189,65,1,64,0,63,1,0,0,0.015,0.985,0.000,0.969,0.015,0.000,0.000,0.004,0.996,0.004,0.996,S,L,1,-1
587741600421642353,28,1,26,22,1,3,1,0,0.036,0.929,0.786,0.036,0.107,0.036,0.000,0.027,0.937,0.028,0.972,S,L,1,1
587734893292355667,27,25,1,0,0,1,1,0,0.926,0.037,0.000,0.000,0.037,0.037,0.000,0.887,0.074,0.923,0.077,U,M,0,0
587741531717369977,45,11,32,2,19,11,2,0,0.244,0.711,0.044,0.422,0.244,0.044,0.000,0.133,0.819,0.236,0.913,U,L,1,-1
588295842861613131,61,0,61,0,60,1,0,0,0.000,1.000,0.000,0.984,0.016,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588295841251000411,55,3,52,1,50,1,0,0,0.055,0.945,0.018,0.909,0.018,0.000,0.000,0.055,0.945,0.055,0.945,S,L,1,-1
587739608090738767,30,4,17,2,10,5,1,8,0.133,0.567,0.067,0.333,0.167,0.033,0.267,0.103,0.594,0.249,0.850,U,L,1,-1
587726031177187465,31,29,0,0,0,0,0,2,0.935,0.000,0.000,0.000,0.000,0.000,0.065,0.935,0.000,1.000,0.000,E,M,0,0
587726033324671130,38,2,36,32,2,2,0,0,0.053,0.947,0.842,0.053,0.053,0.000,0.000,0.028,0.972,0.028,0.972,S,L,1,1
588017705080324206,22,16,5,0,1,4,1,0,0.727,0.227,0.000,0.045,0.182,0.045,0.000,0.578,0.371,0.724,0.381,U,M,0,0
588017948278456443,29,0,29,29,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587739302606602316,40,0,40,0,40,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587732483286761514,45,36,7,0,1,6,2,0,0.800,0.156,0.000,0.022,0.133,0.044,0.000,0.598,0.344,0.782,0.381,U,M,0,0
587739720824193093,33,2,31,30,1,0,0,0,0.061,0.939,0.909,0.030,0.000,0.000,0.000,0.012,0.988,0.012,0.988,S,L,1,1
587732772130586708,32,0,32,31,0,1,0,0,0.000,1.000,0.969,0.000,0.031,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587741722820149303,50,0,49,0,49,0,0,1,0.000,0.980,0.000,0.980,0.000,0.000,0.020,0.000,0.980,0.000,1.000,S,L,1,-1
588017705080324246,31,6,25,0,23,2,0,0,0.194,0.806,0.000,0.742,0.065,0.000,0.000,0.194,0.806,0.346,0.780,S,L,1,-1
587741602032320618,53,1,36,33,1,2,1,15,0.019,0.679,0.623,0.019,0.038,0.019,0.283,0.005,0.690,0.007,0.993,U,L,1,1
588017565490020395,29,0,29,0,28,1,0,0,0.000,1.000,0.000,0.966,0.034,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588017705080324252,26,26,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
587734891681742928,29,2,27,26,0,1,0,0,0.069,0.931,0.897,0.000,0.034,0.000,0.000,0.069,0.931,0.069,0.931,S,L,1,1
588295841251000346,26,22,1,0,0,1,2,1,0.846,0.038,0.000,0.000,0.038,0.077,0.038,0.807,0.073,0.917,0.083,U,M,0,0
587732771056845008,68,12,54,42,3,9,2,0,0.176,0.794,0.618,0.044,0.132,0.029,0.000,0.036,0.931,0.037,0.963,U,L,1,1
587738569777479826,65,0,65,64,1,0,0,0,0.000,1.000,0.985,0.015,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
588017111296376917,59,1,57,45,1,11,1,0,0.017,0.966,0.763,0.017,0.186,0.017,0.000,0.009,0.974,0.009,0.991,S,L,1,1
588848899915120772,25,0,24,0,24,0,0,1,0.000,0.960,0.000,0.960,0.000,0.000,0.040,0.000,0.960,0.000,1.000,S,L,1,-1
588013383281148077,38,2,36,0,35,1,0,0,0.053,0.947,0.000,0.921,0.026,0.000,0.000,0.014,0.986,0.014,0.986,S,L,1,-1
588013382744277127,28,2,26,25,0,1,0,0,0.071,0.929,0.893,0.000,0.036,0.000,0.000,0.020,0.980,0.020,0.980,S,L,1,1
587733081886949549,58,49,9,4,0,5,0,0,0.845,0.155,0.069,0.000,0.086,0.000,0.000,0.808,0.192,0.929,0.071,U,M,0,0
587733081350078613,65,4,60,4,49,7,1,0,0.062,0.923,0.062,0.754,0.108,0.015,0.000,0.024,0.961,0.024,0.976,S,L,1,-1
588011123039993945,53,44,5,0,0,5,3,1,0.830,0.094,0.000,0.000,0.094,0.057,0.019,0.793,0.130,0.897,0.103,E,M,0,0
587738946683994322,47,0,46,1,42,3,0,1,0.000,0.979,0.021,0.894,0.064,0.000,0.021,0.000,0.979,0.000,1.000,S,L,1,-1
587731890042634367,24,2,22,0,1,21,0,0,0.083,0.917,0.000,0.042,0.875,0.000,0.000,0.015,0.985,0.015,0.985,S,L,1,1
588017705080389730,36,32,1,0,0,1,2,1,0.889,0.028,0.000,0.000,0.028,0.056,0.028,0.876,0.041,0.955,0.045,U,M,0,0
587739719213580368,44,1,39,0,39,0,0,4,0.023,0.886,0.000,0.886,0.000,0.000,0.091,0.023,0.886,0.025,0.975,S,L,1,-1
588017949889134703,64,8,56,45,3,8,0,0,0.125,0.875,0.703,0.047,0.125,0.000,0.000,0.059,0.941,0.059,0.941,S,L,1,1
587733079739465821,27,20,6,1,0,5,1,0,0.741,0.222,0.037,0.000,0.185,0.037,0.000,0.578,0.380,0.730,0.390,U,M,0,0
588011123039993952,53,47,6,0,0,6,0,0,0.887,0.113,0.000,0.000,0.113,0.000,0.000,0.800,0.200,0.921,0.079,U,M,0,0
588017626692452370,30,7,23,12,0,11,0,0,0.233,0.767,0.400,0.000,0.367,0.000,0.000,0.233,0.767,0.385,0.738,U,L,1,1
587741720672665733,38,0,37,1,35,1,0,1,0.000,0.974,0.026,0.921,0.026,0.000,0.026,0.000,0.974,0.000,1.000,S,L,1,-1
588295841251000464,59,1,58,0,58,0,0,0,0.017,0.983,0.000,0.983,0.000,0.000,0.000,0.006,0.994,0.006,0.994,S,L,1,-1
587726013997645844,59,5,53,0,1,52,0,1,0.085,0.898,0.000,0.017,0.881,0.000,0.017,0.034,0.948,0.035,0.965,S,M,1,0
587726013997645934,30,24,3,2,0,1,3,0,0.800,0.100,0.067,0.000,0.033,0.100,0.000,0.762,0.136,0.887,0.113,U,M,0,0
587734891681808461,26,18,7,1,0,6,1,0,0.692,0.269,0.038,0.000,0.231,0.038,0.000,0.692,0.269,0.838,0.281,U,M,0,0
587726016682000531,31,17,12,4,0,8,2,0,0.548,0.387,0.129,0.000,0.258,0.065,0.000,0.147,0.745,0.276,0.839,S,L,0,1
587726015608258684,28,2,26,1,19,6,0,0,0.071,0.929,0.036,0.679,0.214,0.000,0.000,0.035,0.965,0.035,0.965,S,L,1,-1
587731889505763399,74,65,8,1,2,5,1,0,0.878,0.108,0.014,0.027,0.068,0.014,0.000,0.842,0.144,0.925,0.075,U,M,0,0
587739096452890742,57,33,21,5,3,13,3,0,0.579,0.368,0.088,0.053,0.228,0.053,0.000,0.203,0.712,0.362,0.822,U,L,0,1
588017948815392992,24,5,18,13,0,5,1,0,0.208,0.750,0.542,0.000,0.208,0.042,0.000,0.052,0.900,0.055,0.945,U,L,1,1
587738952024457302,28,13,14,5,1,8,1,0,0.464,0.500,0.179,0.036,0.286,0.036,0.000,0.187,0.766,0.316,0.796,S,L,1,1
588017567637569600,30,10,20,16,0,4,0,0,0.333,0.667,0.533,0.000,0.133,0.000,0.000,0.238,0.762,0.397,0.726,S,L,1,1
587731891653247047,19,8,10,0,0,10,1,0,0.421,0.526,0.000,0.000,0.526,0.053,0.000,0.132,0.797,0.250,0.836,U,L,1,-1
588017949352263795,48,40,7,2,0,5,1,0,0.833,0.146,0.042,0.000,0.104,0.021,0.000,0.717,0.260,0.906,0.268,U,M,0,0
588017719571513448,31,0,31,29,2,0,0,0,0.000,1.000,0.935,0.065,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587741532254306450,26,0,26,26,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587733080813273155,38,0,35,1,32,2,1,2,0.000,0.921,0.026,0.842,0.053,0.026,0.053,0.000,0.921,0.000,1.000,S,L,1,-1
587724648722661474,31,30,1,0,0,1,0,0,0.968,0.032,0.000,0.000,0.032,0.000,0.000,0.935,0.065,0.935,0.065,U,M,0,0
587724648185790636,35,24,11,2,1,8,0,0,0.686,0.314,0.057,0.029,0.229,0.000,0.000,0.318,0.682,0.439,0.561,S,M,0,0
587722981742542969,33,30,1,0,0,1,2,0,0.909,0.030,0.000,0.000,0.030,0.061,0.000,0.883,0.055,0.941,0.059,U,M,0,0
587732590642593848,24,18,4,0,1,3,2,0,0.750,0.167,0.000,0.042,0.125,0.083,0.000,0.738,0.178,0.901,0.212,U,M,0,0
587738950413844558,54,6,46,2,28,16,1,1,0.111,0.852,0.037,0.519,0.296,0.019,0.019,0.097,0.866,0.207,0.949,S,L,1,-1
587732771056910467,52,41,4,0,0,4,4,3,0.788,0.077,0.000,0.000,0.077,0.077,0.058,0.725,0.132,0.978,0.193,U,M,0,0
588017566026956966,35,5,30,0,24,6,0,0,0.143,0.857,0.000,0.686,0.171,0.000,0.000,0.049,0.951,0.049,0.951,S,L,1,-1
588013383281213531,28,25,0,0,0,0,1,2,0.893,0.000,0.000,0.000,0.000,0.036,0.071,0.893,0.000,1.000,0.000,E,M,0,0
587726033324802087,27,1,25,0,25,0,0,1,0.037,0.926,0.000,0.926,0.000,0.000,0.037,0.037,0.926,0.038,0.962,S,L,1,-1
587738947757801502,73,8,61,58,0,3,4,0,0.110,0.836,0.795,0.000,0.041,0.055,0.000,0.027,0.914,0.029,0.971,S,L,1,1
588017627766194359,58,5,53,1,43,9,0,0,0.086,0.914,0.017,0.741,0.155,0.000,0.000,0.023,0.977,0.023,0.977,S,L,1,-1
587732770520039604,32,32,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
587739304754151537,31,0,31,31,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587724649259532348,73,0,72,3,68,1,0,1,0.000,0.986,0.041,0.932,0.014,0.000,0.014,0.000,0.986,0.000,1.000,S,L,1,-1
588017566026956848,26,20,4,0,0,4,2,0,0.769,0.154,0.000,0.000,0.154,0.077,0.000,0.519,0.369,0.584,0.416,U,M,0,0
588017703469842606,37,24,0,0,0,0,2,11,0.649,0.000,0.000,0.000,0.000,0.054,0.297,0.649,0.000,1.000,0.000,U,M,0,0
587725818024362139,33,1,32,0,31,1,0,0,0.030,0.970,0.000,0.939,0.030,0.000,0.000,0.030,0.970,0.030,0.970,S,L,1,-1
588017566026956993,63,62,1,0,1,0,0,0,0.984,0.016,0.000,0.016,0.000,0.000,0.000,0.968,0.032,0.968,0.032,E,M,0,0
588017977819594776,33,8,23,2,11,10,0,2,0.242,0.697,0.061,0.333,0.303,0.000,0.061,0.161,0.776,0.328,0.796,U,L,1,-1
587741603106127927,60,1,59,2,57,0,0,0,0.017,0.983,0.033,0.950,0.000,0.000,0.000,0.017,0.983,0.017,0.983,S,L,1,-1
588017704006713438,33,0,31,29,2,0,0,2,0.000,0.939,0.879,0.061,0.000,0.000,0.061,0.000,0.939,0.000,1.000,S,L,1,1
588017948278587551,31,0,31,31,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
588009370691436729,27,27,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
587728677394514036,53,48,5,1,0,4,0,0,0.906,0.094,0.019,0.000,0.075,0.000,0.000,0.859,0.141,0.980,0.020,U,M,0,0
587729386079518724,24,20,1,0,0,1,3,0,0.833,0.042,0.000,0.000,0.042,0.125,0.000,0.778,0.087,0.937,0.063,U,M,0,0
587734893292486763,28,0,27,26,0,1,0,1,0.000,0.964,0.929,0.000,0.036,0.000,0.036,0.000,0.964,0.000,1.000,S,L,1,1
587732134312804473,32,21,6,0,2,4,5,0,0.656,0.188,0.000,0.062,0.125,0.156,0.000,0.648,0.195,0.850,0.276,U,M,0,0
588298663037108370,31,1,30,30,0,0,0,0,0.032,0.968,0.968,0.000,0.000,0.000,0.000,0.009,0.991,0.009,0.991,S,L,1,1
587725550675755177,31,28,3,0,0,3,0,0,0.903,0.097,0.000,0.000,0.097,0.000,0.000,0.804,0.196,0.925,0.075,U,M,0,0
587726033324802239,37,10,27,24,1,2,0,0,0.270,0.730,0.649,0.027,0.054,0.000,0.000,0.086,0.914,0.086,0.914,S,L,1,1
587738568703869023,36,0,36,0,36,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587732484897439833,48,2,45,0,42,3,1,0,0.042,0.938,0.000,0.875,0.062,0.021,0.000,0.014,0.965,0.014,0.986,S,L,1,-1
588017625618776193,36,29,5,0,1,4,2,0,0.806,0.139,0.000,0.028,0.111,0.056,0.000,0.682,0.255,0.855,0.289,U,M,0,0
587739505007132786,52,12,36,0,32,4,3,1,0.231,0.692,0.000,0.615,0.077,0.058,0.019,0.061,0.849,0.067,0.933,S,L,1,-1
588017702396100752,33,8,9,8,0,1,1,15,0.242,0.273,0.242,0.000,0.030,0.030,0.455,0.146,0.329,0.411,0.677,U,M,1,0
587731890579505216,61,4,57,53,0,4,0,0,0.066,0.934,0.869,0.000,0.066,0.000,0.000,0.065,0.935,0.065,0.935,S,L,1,1
588017567100764297,27,0,27,27,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587726013997711457,29,1,28,25,1,2,0,0,0.034,0.966,0.862,0.034,0.069,0.000,0.000,0.031,0.969,0.031,0.969,S,L,1,1
