OBJID,EL_RAW,CS_RAW,DEB_AMATEUR,EXPERT
587729160038252720,0,1,U,M
587739721899769960,1,0,U,L
588848898843476146,1,0,U,M
588017947206353037,1,0,U,M
588010877689921623,1,0,U,M
587739407321006095,0,1,S,L
588017704008679564,0,1,S,L
587731890580619387,0,1,S,L
588017702934937746,0,1,S,L
588017949353836550,0,1,S,L
587726014536614044,1,0,U,M
588017569774305485,0,1,S,L
587726014536679565,1,0,U,M
587724649798500398,1,0,U,M
587725039022768172,0,1,S,L
587728677395431547,1,0,U,M
588017626693959794,0,1,S,L
587741534403624985,1,0,U,L
588011124651589721,0,1,S,L
587726016147292232,1,0,S,M
587726033326899351,1,0,U,M
587726016147292258,1,0,U,M
587725040633381021,1,0,U,M
587726033326899361,1,0,U,L
587726016147292235,1,0,S,M
587739305292726433,0,1,S,L
587735430152126586,0,1,S,L
587738574067335277,0,1,S,L
587725818562019481,0,1,S,L
587732134314115152,1,0,U,M
588017627230830672,0,1,U,L
587722982281576505,1,0,U,M
587741603107962997,0,1,S,L
587738568705900703,0,0,U,L
587725818562019488,0,1,S,L
587725041170252004,1,0,U,M
588017112371560582,0,1,S,L
587725041170317429,1,0,U,M
587724649798566014,0,1,S,L
587725816951472260,0,1,S,L
588017627230830730,1,0,U,M
587722984429060253,0,1,S,L
587735349114437721,0,1,S,L
587732134850986099,1,0,U,L
587729158427770960,0,1,S,L
587731891117555782,1,0,U,M
588013383282524279,0,1,S,L
588017626157154443,0,1,S,L
587732136461598735,0,1,S,L
587724649798566045,1,0,U,M
587725552824025235,0,1,S,L
587722981744705719,1,0,U,M
587726015610486891,1,0,U,L
587739304219050104,0,1,S,L
587729160038383676,1,0,S,L
587726031179481195,0,1,S,L
587725041707188381,0,1,S,L
587733196769591327,0,1,S,L
588298663038550157,0,1,S,L
587725039559704619,1,0,U,M
587729158427771009,1,0,E,M
587731891654426745,0,1,S,L
587726033326964909,0,0,S,M
588017948280160408,1,0,U,M
588017721183764629,1,0,E,M
588010878763794519,1,0,U,L
587724650335437001,1,0,E,M
587725039022833793,1,0,U,M
587726015610486977,1,0,U,M
588848900454219940,0,1,S,L
588017947206484151,0,1,S,L
587722981744771128,0,1,S,L
588009372839903342,1,0,U,M
587735695371403374,0,1,S,L
588298664649162912,0,1,S,L
587739407857942630,0,1,U,L
587724650872373387,0,1,S,L
588017721183764654,0,1,S,L
587726014536745018,1,0,U,M
587741722285309962,0,1,S,L
587726015610487031,0,1,S,L
588017569237565549,0,1,S,L
587725041170382887,1,0,U,M
587726031716417653,1,0,E,M
587726016684228815,0,1,S,L
587735695371403388,0,1,S,L
587738951489355913,0,1,S,L
587724649261760541,0,1,S,L
587725041170383063,0,1,S,L
588009372839903361,1,0,U,M
588017729496219674,0,1,S,L
587741534403690567,0,1,S,L
588017949353902114,1,0,U,M
588017948280225798,0,1,S,L
587726014536810612,1,0,E,M
587722984429191300,1,0,U,M
587728677395497088,0,1,S,L
587726015073681445,1,0,U,M
587728677932302488,0,1,S,L
588848900991156397,1,0,S,M
587741532793143420,0,1,S,L
587731892191297620,0,1,S,L
588848900991156408,0,1,S,L
587725039022899325,0,1,S,L
588011122504237188,0,1,S,L
588848901528027363,0,1,S,L
587732136461664360,1,0,U,M
588298664649228388,1,0,E,M
587728677932302503,1,0,E,M
587722983892320447,0,1,U,M
588017625620349028,0,1,U,L
587738952026292357,0,1,S,L
588017627230961785,0,1,S,L
588848899380609147,0,1,S,L
587738574604271848,0,1,S,L
587722983892320470,1,0,U,M
587738575141142831,0,1,U,L
587741532256272516,1,0,U,L
587739505545904231,0,1,S,L
587725041170448399,1,0,U,M
587725039559835793,1,0,U,M
587725550676672740,0,1,U,L
588017627767832628,0,1,S,L
588017948280225925,0,1,S,L
587733195159109709,1,0,U,M
587739405710589969,0,1,S,L
587722983892385917,0,1,S,L
587725039022964846,1,0,U,M
588009371766227073,0,1,S,L
588011124651720812,0,1,S,L
587725040633577629,1,0,U,M
587722983892385949,1,0,U,M
588848900991221853,0,1,S,L
588009372839968872,0,1,S,L
587726033327095986,1,0,U,M
587731891117621384,0,1,S,M
587722983355515068,1,0,U,M
587732135924793459,1,0,U,M
587726031179612318,1,0,U,M
587726032253354143,1,0,U,M
587741533330079877,1,0,U,L
587739720826290312,0,1,S,L
588017947743420548,0,1,U,L
588011123041108142,0,1,U,L
587722983355514966,0,1,S,L
587739608092835957,0,1,U,L
587733080814583969,0,1,S,L
588017570848309356,0,1,S,L
588848900991287429,0,1,S,M
587729158427967586,0,1,U,L
588848900991287445,0,1,S,L
588017111298015306,0,1,S,L
587738951489486893,0,1,S,L
587724648725020803,0,1,S,L
587739303145504943,0,1,S,L
587738950415745159,0,1,S,L
587722983892451489,1,0,U,M
587731890580815978,1,0,U,M
588017625620414610,0,1,S,L
588298661965004954,0,1,S,L
587735430689128560,0,1,S,L
588298662501875866,1,0,U,M
588010878763991109,1,0,E,M
587726014000070803,1,0,S,M
588017720647090261,1,0,E,M
587735430689128584,0,1,U,L
587726031179677880,0,1,S,L
587732483825205402,0,1,S,L
588017721183961154,1,0,E,M
587731889507074160,1,0,U,M
587722984429322385,1,0,U,M
588848899380740209,0,1,S,L
587741722285441155,0,1,U,L
587738575141273779,0,1,S,L
588017721183961150,0,1,S,L
587738572993855490,0,1,S,L
588017605223121004,1,0,U,M
587735430689128601,1,0,U,M
588017606296862824,1,0,U,M
587732136461729930,0,1,S,L
588010879300862092,1,0,U,M
587724648188215315,0,1,S,L
588010879300862124,1,0,U,M
587732135924858988,1,0,U,M
587725041170579647,0,1,S,M
588017570848374952,0,1,S,L
588013383282720836,1,0,U,M
587739720826355818,0,1,S,L
587731890580816036,0,0,S,L
587732135924924497,0,1,S,L
588010877690314873,1,0,U,M
588017949890969650,0,1,S,L
588017721183961210,0,1,S,L
588017110224339077,1,0,U,M
587722982281904263,0,1,S,L
587722983892517006,1,0,E,M
587726014000136379,0,1,S,M
587731890580816059,0,1,S,L
587739504472293489,0,1,U,L
588011217521868903,0,1,S,L
587722983892517027,1,0,U,M
587739407858204739,1,0,U,L
588017726550704248,0,1,S,L
587722984429387955,0,1,S,L
587732591180710006,1,0,U,M
587733196232917029,0,1,S,L
587738952563294237,0,1,S,L
588017719573413974,1,0,E,M
588010878764056722,1,0,U,M
587732482214723703,0,1,S,M
587735428541776004,0,1,S,L
588017949890969699,0,1,S,L
587739304219312196,0,1,S,L
588848899380805761,0,1,S,L
587726016147685486,0,1,S,M
588017723866415255,0,1,S,L
588017111298080856,0,1,S,L
587725040096903403,1,0,E,M
588017720647155743,0,1,S,L
588017605223252063,0,1,U,L
587741533330210971,0,1,S,L
588010879837864067,0,1,S,L
587729385543893111,0,1,S,L
587741531719663780,0,1,S,L
587725041170710691,0,1,S,L
588017705082880184,0,1,S,L
588848900454613010,0,1,S,L
588017719573479544,0,1,S,L
587725040633839717,1,0,U,L
587732135388119113,1,0,U,M
587738569780035718,0,1,S,L
587739304219377798,0,1,S,L
588017726013964423,0,1,S,L
588017702398591107,0,1,S,L
587738570316906705,1,0,E,M
587722983892648021,0,1,S,L
587732483825336474,0,1,U,M
588017627231158434,0,1,S,L
587722983892648030,1,0,S,M
588848899380871327,1,0,U,M
587735349114830887,1,0,E,M
587724649798959294,1,0,U,M
588017112371888234,1,0,U,M
587722983892648040,1,0,U,M
588017603612704819,0,1,S,L
588013382745915456,1,0,E,M
587722983355777200,0,1,S,L
587722982818906310,0,1,S,L
588848899380871351,1,0,U,M
587738574604533962,0,1,S,L
588848900454613202,1,0,S,M
587724650335895630,0,1,S,L
587731890580946999,1,0,E,M
588848900454613224,0,1,S,M
587722983355777219,1,0,U,M
587739406784594009,0,1,S,L
587732483288465575,0,1,U,L
587735349114896462,1,0,U,M
587722982818906342,0,1,S,L
587729385543958561,1,0,U,M
587732484362207453,1,0,E,M
587732483288531106,0,1,S,L
587722982282035453,0,1,S,L
587739304219443313,1,0,S,L
588010877690445996,1,0,U,M
588017725477159017,0,1,S,L
587725040633905266,1,0,E,M
588011219669352555,1,0,U,M
588848900991549449,1,0,U,M
587722983355777142,1,0,E,M
587733080814780542,1,0,E,M
587722983355842732,1,0,U,M
588848900454678767,1,0,E,M
588017977821560895,0,1,S,L
587738950952878089,0,1,S,L
587724649799024798,1,0,E,M
587733196232982661,0,1,S,L
587735348041154726,0,1,S,L
588298664112619823,0,1,S,L
587739096455053442,0,1,S,L
587739504472490049,0,1,S,L
587739507156779094,0,1,S,L
587735696982212747,1,0,E,M
587741533330342060,0,1,S,L
588013383819657319,1,0,U,M
587732136461860962,1,0,S,M
587722981745230037,1,0,U,L
587725040097034432,0,1,S,L
587735430689325087,0,1,S,L
587733080814780591,1,0,E,M
588010878227382436,1,0,E,M
588017626694353029,0,1,S,L
587733196769853663,0,1,S,L
587722983892713620,1,0,U,M
587722982818971825,1,0,U,M
587732483825402033,1,0,U,L
588848900454744223,1,0,S,M
587739096455053468,0,1,S,L
587722983355842825,0,1,U,L
587732134851313814,0,1,S,L
587725040633970775,1,0,U,M
587722983355842890,0,1,U,L
587738570317037616,0,1,S,L
587735431226196112,0,1,S,L
588017625083805782,0,1,S,L
587739407858335965,0,1,U,L
587725552287416422,0,1,S,L
587741532793536526,0,1,S,L
588017626694353072,0,1,S,L
587738574604599403,0,1,S,L
587733079741104217,0,1,U,L
588010879837995138,0,1,S,L
587729160038908032,0,1,S,L
587733195696177180,0,1,S,L
588017725477224627,0,1,S,L
587739302608961647,1,0,U,L
588848899917873395,0,1,S,L
587725041170841712,0,1,S,M
588017719573610552,1,0,U,M
587725041707712667,1,0,U,M
587722983892779136,0,1,S,M
587733081351651515,0,1,S,L
587722982819037339,0,1,S,M
588017726550966460,0,1,S,L
588017977821692002,0,1,S,L
587736803201712282,0,1,S,L
588017725477224647,0,1,S,L
588010877690576915,0,1,S,L
588848899917873450,1,0,U,M
588848899917873457,1,0,U,M
587733079204298840,1,0,U,M
587724650336026795,0,1,S,L
587722983355908138,1,0,U,M
588017729765114001,0,1,S,L
587722982819037412,1,0,U,M
588017726550966509,0,1,S,L
587725039023423502,0,1,U,L
588017110224601153,1,0,U,M
587722983355908308,0,1,S,L
587722982819037422,1,0,E,M
587729387154571400,0,1,S,L
588017947206877244,1,0,U,M
587722983892779235,0,1,S,L
587741533330407634,0,1,S,L
588017728691437614,0,1,S,L
587736803470213191,0,1,S,M
587739720289812545,0,1,S,L
588017704009400406,1,0,U,L
588848899381067951,1,0,U,M
588017720647352409,0,1,S,L
587722982282231949,0,1,S,L
587724650336026750,1,0,U,M
587724650872897706,1,0,U,M
588017949891166313,1,0,U,L
588017605223383151,0,1,U,L
588848900454809827,1,0,U,M
587725040097165552,1,0,U,M
587722983892844732,1,0,U,M
587739407858466927,0,1,S,L
588848898844197051,1,0,U,M
587725816414863495,1,0,U,M
587724650336092284,1,0,U,M
587733080278040695,0,1,S,L
588017627231289459,0,1,S,L
588010880374997015,1,0,U,M
587724650872963167,1,0,U,M
587722982282231997,1,0,U,M
587735429615714341,1,0,U,M
587733195696242810,0,1,S,L
588017627231289391,1,0,U,M
587725041707843690,1,0,U,M
588010878764384387,1,0,U,M
588017721184223268,1,0,E,M
588017571922509971,0,1,S,L
587735431226261616,0,1,S,L
587732483825467575,0,1,S,L
587739303145898070,0,1,S,L
588011218595676339,0,1,S,L
587725816414863512,1,0,U,M
587731890044207208,0,1,S,L
588017721184223342,0,1,S,L
588010879301255332,0,1,S,L
587736805080891525,1,0,U,M
587739407858466990,0,1,S,L
588013382209241214,1,0,U,M
587733080278040728,1,0,U,L
587732482751791288,0,1,S,L
587724650336092348,1,0,E,M
587726031180136585,1,0,U,M
587741533330538595,0,1,S,L
587741602034876587,0,1,S,L
587725816414863535,1,0,U,M
588017110224666703,0,1,S,L
587736805080891562,1,0,U,M
587725041170972858,1,0,E,M
587739407321661443,0,1,S,L
587722982819168439,0,1,S,M
587725041171038336,1,0,E,M
587724650336157721,1,0,U,M
587735696445472877,0,1,S,L
587725039560425634,1,0,U,M
588013382746112131,1,0,E,M
587725039560425637,0,1,S,L
587741534404280328,0,1,S,L
587724650873028716,0,1,S,L
587724650873028720,1,0,U,M
588017603612901423,1,0,E,M
587724650336157848,0,1,S,L
587725818562281682,1,0,U,M
587736804007149678,1,0,U,M
588017730302181453,0,1,U,L
587726032790814835,0,1,S,L
587726033327685734,0,1,S,L
587724650336157856,1,0,U,M
587735695371796582,1,0,U,M
588017110761537611,1,0,U,M
588017603612901447,0,1,S,L
587738569780363372,1,0,U,M
587724650336157887,1,0,E,M
587724650873028738,1,0,U,M
588298664112750614,1,0,E,M
588010879838191813,0,1,S,L
587724650336157908,0,1,S,L
588017603612901459,0,1,U,M
587739505546428494,0,1,U,L
587729385544089775,0,1,S,L
588848900454940735,1,0,E,M
587724650336157933,1,0,U,M
587724650336157936,1,0,E,M
587738569780363407,0,1,S,L
587731890581078186,0,1,S,L
587722982819233976,1,0,U,M
587725039023554781,1,0,U,M
587736802933473367,0,1,S,L
587731890581078085,1,0,E,M
588017947743879208,0,1,S,L
587741534404280481,0,1,S,L
587732484362403961,0,1,S,L
587725041707974855,0,1,S,L
587741533330604127,0,1,S,L
587726015074336922,0,1,S,L
587739303145963624,0,1,S,L
587724648725610650,1,0,E,M
588017604149837935,0,1,S,L
587725039560491214,1,0,E,M
587724648725610658,0,1,S,L
587725039560491033,1,0,E,M
587733081888653449,0,1,S,L
587733080814977120,1,0,E,M
587739505546428531,0,1,S,L
588017570848899251,0,1,S,L
587725040097362059,1,0,U,M
587738568706687098,1,0,U,M
588007005252157538,0,1,S,M
588017948280750217,1,0,U,M
587722981745557634,1,0,U,M
588017724940615865,0,1,S,L
588298664112816247,0,1,S,L
588017605760385158,0,1,S,L
587725039023620253,1,0,U,M
587732483288727580,0,1,S,L
588017948280750226,0,1,S,L
587741602571878410,0,1,U,L
587725039023620272,0,1,S,L
587739506620170350,0,1,U,L
587724650873094310,1,0,U,M
587733080814977145,0,1,S,L
588298662502269073,0,1,S,L
588298664112816279,0,1,U,L
587724649262481585,0,1,S,L
588011124115112152,1,0,E,M
587725041707974931,1,0,S,M
588017947743879298,1,0,E,M
587731891117949061,0,1,S,L
588848899381264606,1,0,S,M
587735430689521756,1,0,U,M
588848900991877353,1,0,U,L
587739406784921680,0,1,S,L
587739610240843792,0,1,S,L
587722982819299550,1,0,U,M
587725040634298515,0,1,S,L
587725040634298616,0,1,S,L
587733079204429992,0,1,S,L
587722982819299424,1,0,U,M
587725039560556697,1,0,E,M
587724648725676185,1,0,U,M
587725816951799903,1,0,U,M
587739098602733640,0,1,U,L
587729159502364801,1,0,U,M
587728679006371969,0,1,S,L
587741534404411502,0,1,S,L
588017948817686587,0,1,S,L
587733080814977174,1,0,U,M
588010880375193815,1,0,U,M
587741602035073175,0,1,S,L
587733080815042662,0,1,S,L
587725040097427551,0,1,U,L
587732134851575866,1,0,U,M
588010879838388359,1,0,U,M
588010878764646511,0,1,S,L
587738569243688974,0,1,S,L
588017978895630464,0,1,S,L
587725041708105858,1,0,E,M
587724649262612625,0,1,S,L
587733080815042578,1,0,E,M
588848900992008310,1,0,U,M
587724649799483512,0,1,S,L
588017627231486086,1,0,E,M
588848901528879270,1,0,U,M
587735431226458180,0,1,S,L
587732590644166735,0,1,S,L
587741531720122408,0,1,S,L
587741600961396756,1,0,U,L
587739305293578367,0,1,S,L
588010878764646458,1,0,E,M
587732483288793269,1,0,E,L
588010880375259298,0,1,S,L
588017110224797815,0,1,S,L
587725040634364121,0,1,S,L
587729158965559336,0,1,S,L
587729159502430386,0,1,S,L
588017948817686663,1,0,U,M
587725040097493283,0,1,S,L
588848899381395664,0,1,S,L
588017947744010341,1,0,S,L
587741721749225605,0,1,S,L
587739607556620330,0,1,S,L
588848898844524696,1,0,E,M
587725040634364147,0,1,S,L
587736803470540958,0,1,S,L
587741532793864357,0,1,S,L
587732135925317730,1,0,U,M
587724650336419958,1,0,U,M
587732590644166773,1,0,E,M
587722981745688772,1,0,U,M
587722982282559702,1,0,U,M
587736802933735473,0,1,S,L
587722983356301467,1,0,U,M
588017626157875327,0,1,S,L
587738574604927106,0,1,S,L
587733080815042738,1,0,U,M
588298661965529197,0,1,S,L
587726033327947891,1,0,E,M
587738951490142309,0,1,S,L
587725818562412625,0,1,S,L
587729159502495929,0,1,U,L
587733081351913677,1,0,U,M
587725041171300528,1,0,E,M
588298661965529232,1,0,U,L
588011216985325668,0,1,S,L
588848898844590278,0,1,S,L
588010878764777610,0,1,S,L
587738575141863578,0,1,S,L
587725816951865440,1,0,U,M
587722983893237950,0,1,S,L
587733196770181277,0,1,S,L
588010878764777491,1,0,E,M
587738570317496438,0,1,S,L
588017627768422534,0,1,S,L
587733196770181194,1,0,E,M
588017604149969009,0,1,S,L
587724649799614469,0,1,S,L
588017571386032264,0,1,S,L
588017978895761514,0,1,S,L
587739719216463964,0,1,S,L
587732134851641387,0,1,S,L
588017627231617070,0,0,S,L
587729158428819575,0,1,S,M
588010878764777691,1,0,U,M
588017978895761528,0,1,S,L
588010878764777558,1,0,E,M
587729158428819612,1,0,U,M
587739507157237877,0,1,S,L
587739720290205763,0,1,S,L
588017721721356427,1,0,E,M
588017627231617090,0,1,S,L
587731890044403960,0,1,S,L
587738950416465958,0,1,S,L
587725816415059976,0,1,U,L
587738570317561939,1,0,U,M
588848898844655701,1,0,U,M
588017947207270404,1,0,E,M
588848900992139483,1,0,U,M
588017606297452623,1,0,U,M
587728678469566596,1,0,U,M
587724649799614542,1,0,U,M
587729158428819644,1,0,U,M
588017604686905405,1,0,U,M
588017948280946790,1,0,U,M
588010878764843114,1,0,U,M
587733081351979145,0,1,S,L
588017625084199041,1,0,U,M
587726016148406421,0,1,S,L
587729160039497819,0,1,U,L
587722982819561707,0,1,S,L
587729386081157232,1,0,U,M
587725041708302449,1,0,U,M
587741720675614892,0,1,S,L
587726032254337132,0,1,S,L
587739407858860120,0,1,S,L
588017571386097771,0,1,S,L
587732590107361407,0,1,S,L
587739408395665640,0,1,U,L
588013383820050518,1,0,U,M
588017627768487986,1,0,E,M
587732592254779500,1,0,U,L
587728677932761149,1,0,U,M
587739608093622375,0,1,S,L
588298662502465681,1,0,U,M
587738568170143894,0,1,U,L
587724649799680055,1,0,E,M
587738568707014810,0,1,U,L
587728677932761239,0,1,S,L
587738568170143902,0,1,U,L
587726016148471931,0,1,S,L
587725039023947910,0,1,S,L
587739609167364222,0,1,S,L
587724649262809246,0,1,S,L
588017605223776370,1,0,U,M
588848900992204977,1,0,U,L
587733197307052145,0,1,S,L
588017605223776400,1,0,U,M
587739609167364130,0,1,S,L
588017110761799778,1,0,U,M
587732134851706932,1,0,E,M
587738952027078777,0,1,S,L
588010877691166860,0,1,S,L
587733197307117692,1,0,U,M
587733081352044628,1,0,E,M
588017606297518202,1,0,U,M
587733081888850071,1,0,U,M
588010880375521335,1,0,U,M
587732484362666118,0,1,S,L
588017979969568856,0,1,S,L
588010877691166890,1,0,U,M
588848900992270505,0,1,U,L
587725039560884399,1,0,E,M
587725040634626193,1,0,U,M
588017627768553602,1,0,U,M
587733080815173798,1,0,U,M
588848900992270388,0,1,S,L
588007006326030405,0,1,S,L
588007004178612361,0,1,U,M
588011122504761491,1,0,E,M
587736803470803013,1,0,U,M
587741602572206206,0,1,S,L
587732483825860672,0,1,S,L
587736805081415817,1,0,U,M
587732590107426916,1,0,E,M
587732482752118961,1,0,U,M
588010879838716013,0,1,S,L
587722983893434557,0,1,S,L
587726016685408440,1,0,E,M
588017626694877319,0,1,S,L
587724650873553031,1,0,U,M
587732136462319714,1,0,U,M
587726033865015371,1,0,E,M
587729386081222787,1,0,U,M
588007004715483311,1,0,U,M
587726031717597310,0,1,S,L
587726033865080913,0,1,S,L
588017110224994454,1,0,U,L
587733081352044686,1,0,U,M
588010879301845027,1,0,E,M
588848901529206934,1,0,U,M
588017721721552900,0,1,S,L
587732482752184435,1,0,E,M
587725552287678577,0,1,S,L
587732482215313596,0,1,S,L
587733081352110155,1,0,E,M
588017719574134867,1,0,U,M
588013382746439821,0,1,S,L
588010877691297853,1,0,U,M
587722984430370947,0,1,S,L
587735696982605970,1,0,U,M
587725041171562645,0,1,S,L
587733081352110166,0,1,S,L
587739706595934427,0,1,U,L
587733081352110176,0,1,S,L
587732134314967136,0,1,S,L
588013384356987025,1,0,U,M
587722981746016481,0,1,S,L
587726031180726467,0,1,S,L
587729159502823552,0,1,S,L
587738568170340527,0,1,S,L
587739305293840521,0,1,S,L
587738569780887603,0,1,S,L
588013384357052493,1,0,U,M
587739407858991240,0,1,S,L
587732482215378978,1,0,U,M
587729388228640872,0,1,S,L
587738572457771144,0,1,S,L
587741723360100394,0,1,U,L
588017978895958132,0,1,S,L
588013384357052504,1,0,U,M
587729387691835487,1,0,U,M
588848900992401510,1,0,U,M
588017947744272508,1,0,U,M
588013384357052431,1,0,E,M
587739506620563588,1,0,U,L
587738569244082208,0,1,U,L
587725041171628256,1,0,S,M
587739097529450523,0,1,S,L
587724649799876804,1,0,U,M
588848898844917940,1,0,U,M
588011123578503391,0,1,S,L
588848899918659775,0,1,S,L
587725039561015492,1,0,E,M
587739302609616986,0,1,S,L
588017604150231146,0,1,S,L
587725041708499152,1,0,U,M
587732483289055402,0,1,S,L
587732134314967168,1,0,U,M
588010880375717973,0,1,S,L
587729160576565402,0,1,S,L
588013384357052531,1,0,E,M
588017569775747167,0,1,S,L
588011217522327624,1,0,U,M
588010879838847110,1,0,U,M
588010880375717995,0,1,S,L
588013382746505400,0,1,U,L
587739407322185871,0,1,S,L
587725039561080983,0,1,S,L
588298662502662284,0,1,S,L
587738573531578391,1,0,U,L
587729157892276433,0,1,S,L
587738572994707486,0,1,S,L
587722984430501912,1,0,U,L
587733081352175715,0,1,S,L
588017948818014339,1,0,U,M
588848900992466968,0,0,U,L
588298662502662305,1,0,U,M
587739096992645222,1,0,U,L
587733080815304795,0,1,S,L
587726016148734030,1,0,U,M
588011122504892512,1,0,U,L
587728679543439468,0,1,S,L
587724648726200429,0,1,U,L
587739304757035096,0,1,S,L
588017571386359995,0,1,S,L
588013382746505463,0,1,S,L
587729160039760035,1,0,U,L
587736804544741515,0,1,S,L
587733196233506990,1,0,U,M
587726032254599311,0,1,S,L
587726015074992282,0,1,S,L
587732134315032699,1,0,U,M
587726014538121374,1,0,U,M
587733197307248755,1,0,E,L
587725040097951920,0,1,S,L
587733081352175734,0,1,S,L
587739303683358897,0,1,S,L
587735428542496845,0,1,S,L
587725041708630148,1,0,E,M
588848898845048921,0,1,S,L
587739708475048071,0,0,U,L
588017110761996374,0,1,S,L
587726016148734125,1,0,U,M
588011125189116049,1,0,U,M
587739096455839815,0,1,S,L
587733081889046652,1,0,E,M
587728677932892355,1,0,U,M
587739719216791695,0,1,S,L
588017977285541986,0,1,S,L
587732590644428848,0,1,U,L
588017720648007750,0,1,S,L
587739706864566420,0,1,S,L
588017721184813173,1,0,U,M
588017719574266002,0,1,U,M
587732589570752561,0,0,U,L
588013384357118123,1,0,U,M
587728679006633988,1,0,E,M
587735696982737053,0,1,S,L
587733081889046695,0,1,S,L
587735431226785895,0,1,S,L
587732134315098148,0,1,S,M
587725041708695707,1,0,U,M
588010879838978209,0,1,S,L
587726015075123304,1,0,U,M
587725041708695710,0,1,S,L
587739719216857153,1,0,U,L
587736805081677919,0,1,U,L
587739706327695453,0,1,U,L
587735429616238730,0,1,S,L
587729160576762072,0,1,U,L
587726016685736033,1,0,E,M
587726015075123327,1,0,E,M
588017722258554986,1,0,U,M
587729159503020253,1,0,U,M
587738952564277341,0,1,S,L
587739719753728167,0,1,U,L
588010879838978269,0,1,S,L
588017627768815773,1,0,U,M
587726015075123359,0,1,S,L
587722983893762242,0,1,S,L
587725039024341148,1,0,U,M
587726031717859490,1,0,U,M
587738573531709607,0,1,S,L
587726031717924957,0,1,U,L
587724650337009768,0,1,U,L
588298662502793318,1,0,U,M
587739721901211740,0,1,S,L
587726015075123391,0,1,U,M
588011218059329654,1,0,U,M
587724650873880680,0,1,S,L
587724648189526095,1,0,U,M
587739097529647193,0,1,S,L
588298664650211410,0,1,U,L
587725039561277607,0,1,S,L
588017571923427437,0,1,S,L
587738574605385856,0,1,S,L
587722982820085870,0,1,S,L
588017992295973008,0,1,U,L
587722981746344056,1,0,U,L
587739708475244680,0,1,S,L
587728676859281503,0,1,S,L
587722982820085889,0,1,S,L
588017604150427781,0,1,S,L
587729160576827575,0,1,U,L
587722981746344080,1,0,U,M
587738574605451290,0,1,S,L
588298664650211462,1,0,U,M
588017109688451085,1,0,U,M
588011217522458757,1,0,E,M
587738568707473613,0,1,S,L
587739405711835281,0,1,S,L
587732136999387254,0,1,S,M
587738574605451498,0,1,S,L
587735696982802635,0,1,S,L
587733081889112231,1,0,U,L
587735429079498905,0,1,S,L
587725041708826741,1,0,U,M
587724650337075339,1,0,U,M
588017705084125325,0,1,S,L
587726015075254399,1,0,U,M
587735428542627874,0,1,S,L
587738574605451563,0,1,S,L
587739506084020280,0,1,S,L
587739507157762144,0,1,S,L
588017703473512666,0,1,S,L
587733195160027224,0,1,U,L
588017110225322051,1,0,U,M
587738950953795613,0,1,S,L
588017990148554868,0,1,S,L
588017948281405541,0,1,S,L
588298662502858814,0,1,U,L
588017703473578092,0,1,S,L
587725041171955902,0,1,S,M
587724650337140809,1,0,U,M
587733079204954249,0,1,U,L
587729159503216700,0,1,S,L
587739504473473111,0,1,S,L
587732135925776458,0,1,S,L
588011219669876845,0,1,U,M
588848900455923813,0,1,S,L
588017605224169603,0,1,S,L
588013381673025606,0,1,U,L
587736802934390895,0,1,U,L
587726033865539725,0,1,S,L
587732134315229253,1,0,U,M
587732769986969818,0,1,U,L
587741600962117801,0,1,S,L
587726016685932638,0,1,S,L
587726031718056078,1,0,E,M
588298664113406108,0,1,U,L
587739305294168109,0,1,U,L
587739405711900831,0,1,S,L
587732484362993909,0,1,S,L
587725039024537738,1,0,U,M
588848898845311122,0,1,S,M
587741721213075539,0,1,S,L
587729158966345769,0,1,S,L
587725039561408575,1,0,E,M
587738568170733658,0,1,S,L
588017605761040474,0,1,S,L
587739408396189899,0,1,S,L
587729386618355715,0,1,U,L
587732134315229264,1,0,U,M
587724650874011822,1,0,E,M
587732484363059319,1,0,E,M
588013381673025632,0,1,S,L
588013383283572856,0,1,U,L
588011123041894517,0,1,S,L
587732484363059334,0,1,S,L
588017111835934827,1,0,E,M
587725041708892388,1,0,U,M
587724650337206412,1,0,E,M
587739719753924720,0,1,S,L
587724650337206457,1,0,U,M
587741602035859537,0,1,U,L
587732484363059364,1,0,U,L
587725041708957866,1,0,E,M
588017721185075349,1,0,E,M
588011122505023640,1,0,U,M
588017992296169539,0,1,S,L
587724650337206512,1,0,U,M
587739609167888520,0,1,U,L
587738952027603133,0,1,S,L
587728679006765131,0,1,S,L
588017720648204383,0,1,S,L
588017991222427786,0,1,S,L
588017948818341999,1,0,U,M
587725040098345103,1,0,U,M
587722984430895220,0,1,S,L
588011123578765392,1,0,U,M
588017978896351303,0,1,S,L
587722983894024405,0,1,S,L
588017604687364223,0,1,S,L
588017721185075383,0,1,U,L
588017627232141410,0,1,S,L
587724650337206607,1,0,U,M
587739504473604206,0,1,S,L
587725041172086986,0,1,S,M
587726014538514542,0,1,S,L
588011125189312522,0,1,U,L
588013383820509251,1,0,E,M
588298662502924365,1,0,E,M
587729158966411462,1,0,U,M
587735694835515577,0,1,S,L
587738572458164293,0,1,S,L
587725552824680577,0,1,U,M
588017605761106016,1,0,U,M
587725039561474253,0,1,S,L
587733079205019811,0,1,S,L
588017978359480437,0,1,S,L
587741721213141081,0,1,S,L
587739608631083098,0,1,S,L
587739098066649212,0,1,S,L
588848900455989442,1,0,U,L
587739506084151441,0,1,S,L
