OBJID,NVOTE,N_EL,N_CS,N_CW,N_ACW,N_EDGE,N_DK,N_MG,EL,CS,CW,ACW,EDGE,DK,MG,EL_DEB,CS_DEB,AMATEUR,ES_EXPERT,MG_EXPERT,MG_AMATEUR
588010359622860983,37,31,1,1,0,0,5,0,0.838,0.027,0.027,0.000,0.000,0.135,0.000,0.817,0.046,U,M,0,0
587729409148584289,33,28,3,0,1,2,2,0,0.848,0.091,0.000,0.030,0.061,0.061,0.000,0.846,0.093,U,M,0,0
587727180622463001,33,0,32,0,32,0,1,0,0.000,0.970,0.000,0.970,0.000,0.030,0.000,0.000,0.970,S,L,0,0
587732050560483405,31,25,4,1,1,2,2,0,0.806,0.129,0.032,0.032,0.065,0.065,0.000,0.745,0.188,U,M,0,0
587735695367143601,51,22,1,0,0,1,2,26,0.431,0.020,0.000,0.000,0.020,0.039,0.510,0.417,0.027,U,N,1,1
587732578844016746,36,5,31,31,0,0,0,0,0.139,0.861,0.861,0.000,0.000,0.000,0.000,0.071,0.929,S,L,0,0
587739381524529259,24,6,17,0,13,4,0,1,0.250,0.708,0.000,0.542,0.167,0.000,0.042,0.111,0.843,U,L,0,0
587733397560164389,30,29,0,0,0,0,1,0,0.967,0.000,0.000,0.000,0.000,0.033,0.000,0.967,0.000,E,M,0,0
587739303675625571,73,1,71,69,2,0,0,1,0.014,0.973,0.945,0.027,0.000,0.000,0.014,0.007,0.979,S,L,0,0
587727220868055379,26,7,15,6,3,6,3,1,0.269,0.577,0.231,0.115,0.231,0.115,0.038,0.081,0.735,U,L,0,0
587731872314425657,56,36,14,3,0,11,6,0,0.643,0.250,0.054,0.000,0.196,0.107,0.000,0.638,0.255,U,M,0,0
587735489210220705,52,0,52,0,49,3,0,0,0.000,1.000,0.000,0.942,0.058,0.000,0.000,0.000,1.000,S,L,0,0
587724232101396582,69,4,61,1,57,3,3,1,0.058,0.884,0.014,0.826,0.043,0.043,0.014,0.013,0.927,S,L,0,0
588015509277311112,46,32,4,1,1,2,3,7,0.696,0.087,0.022,0.022,0.043,0.065,0.152,0.673,0.108,U,M,0,0
588017604145971322,38,0,38,0,34,4,0,0,0.000,1.000,0.000,0.895,0.105,0.000,0.000,0.000,1.000,S,L,0,0
587739375631859753,28,15,13,0,4,9,0,0,0.536,0.464,0.000,0.143,0.321,0.000,0.000,0.157,0.843,S,L,0,0
587725502873010295,31,15,16,0,1,15,0,0,0.484,0.516,0.000,0.032,0.484,0.000,0.000,0.272,0.728,S,L,0,0
588015508746600470,24,9,13,0,9,4,2,0,0.375,0.542,0.000,0.375,0.167,0.083,0.000,0.295,0.619,U,L,0,0
587732578307014836,31,1,29,27,1,1,1,0,0.032,0.935,0.871,0.032,0.032,0.032,0.000,0.032,0.935,S,L,0,0
587729781199667466,57,22,16,2,3,11,2,17,0.386,0.281,0.035,0.053,0.193,0.035,0.298,0.213,0.393,U,M,0,0
588017625617924210,32,1,31,3,22,6,0,0,0.031,0.969,0.094,0.688,0.188,0.000,0.000,0.010,0.990,S,L,0,0
587732703390007646,48,46,2,0,1,1,0,0,0.958,0.042,0.000,0.021,0.021,0.000,0.000,0.907,0.093,U,M,0,0
587727223560405125,31,13,17,1,5,11,1,0,0.419,0.548,0.032,0.161,0.355,0.032,0.000,0.258,0.706,S,L,0,0
587734862143946911,37,28,8,4,1,3,1,0,0.757,0.216,0.108,0.027,0.081,0.027,0.000,0.696,0.276,U,M,0,0
587735665841078307,37,4,13,4,3,6,4,16,0.108,0.351,0.108,0.081,0.162,0.108,0.432,0.099,0.360,U,N,1,0
587728668269871147,33,0,32,31,1,0,0,1,0.000,0.970,0.939,0.030,0.000,0.000,0.030,0.000,0.970,S,L,0,0
587727221405385019,28,22,4,2,0,2,2,0,0.786,0.143,0.071,0.000,0.071,0.071,0.000,0.598,0.311,U,M,0,0
587736940372754584,20,4,9,0,4,5,1,6,0.200,0.450,0.000,0.200,0.250,0.050,0.300,0.137,0.501,U,M,0,0
588017702939787442,61,19,2,0,0,2,8,32,0.311,0.033,0.000,0.000,0.033,0.131,0.525,0.310,0.034,U,N,1,1
587735240108015730,29,15,12,1,2,9,2,0,0.517,0.414,0.034,0.069,0.310,0.069,0.000,0.517,0.414,U,M,0,0
587738196649574979,27,12,13,2,10,1,2,0,0.444,0.481,0.074,0.370,0.037,0.074,0.000,0.150,0.749,U,L,0,0
587732135387660398,56,22,34,8,1,25,0,0,0.393,0.607,0.143,0.018,0.446,0.000,0.000,0.128,0.872,S,L,0,0
587736782537949675,40,1,38,0,38,0,1,0,0.025,0.950,0.000,0.950,0.000,0.025,0.000,0.010,0.965,S,L,0,0
587731185652138423,36,6,29,1,25,3,1,0,0.167,0.806,0.028,0.694,0.083,0.028,0.000,0.041,0.928,S,L,0,0
587732578294563474,69,57,4,0,0,4,6,2,0.826,0.058,0.000,0.000,0.058,0.087,0.029,0.826,0.058,E,M,0,0
587733609092022567,36,32,2,0,1,1,1,1,0.889,0.056,0.000,0.028,0.028,0.028,0.028,0.766,0.163,U,M,0,0
587738573535641841,65,25,37,26,0,11,2,1,0.385,0.569,0.400,0.000,0.169,0.031,0.015,0.131,0.810,S,L,0,0
587733080811307175,30,26,1,0,0,1,2,1,0.867,0.033,0.000,0.000,0.033,0.067,0.033,0.820,0.073,E,M,0,0
587729158970409221,36,31,3,0,1,2,2,0,0.861,0.083,0.000,0.028,0.056,0.056,0.000,0.787,0.154,U,M,0,0
587732583126532330,58,45,10,1,1,8,3,0,0.776,0.172,0.017,0.017,0.138,0.052,0.000,0.617,0.322,U,M,0,0
587729779050283159,66,48,18,0,2,16,0,0,0.727,0.273,0.000,0.030,0.242,0.000,0.000,0.560,0.440,S,M,0,0
587735044151378120,56,53,1,0,0,1,2,0,0.946,0.018,0.000,0.000,0.018,0.036,0.000,0.930,0.034,E,M,0,0
588017627241644230,60,1,59,58,0,1,0,0,0.017,0.983,0.967,0.000,0.017,0.000,0.000,0.017,0.983,S,L,0,0
587739406776533010,32,0,32,1,13,18,0,0,0.000,1.000,0.031,0.406,0.562,0.000,0.000,0.000,1.000,S,L,0,0
587739097525714956,58,0,5,3,1,1,0,53,0.000,0.086,0.052,0.017,0.017,0.000,0.914,0.000,0.086,U,N,1,1
587736619329388910,67,4,63,1,60,2,0,0,0.060,0.940,0.015,0.896,0.030,0.000,0.000,0.032,0.968,S,L,0,0
587730022251299018,32,3,29,24,3,2,0,0,0.094,0.906,0.750,0.094,0.062,0.000,0.000,0.019,0.981,S,L,0,0
587727213348520295,45,0,44,43,1,0,0,1,0.000,0.978,0.956,0.022,0.000,0.000,0.022,0.000,0.978,S,L,0,0
588017703489896693,32,1,31,0,30,1,0,0,0.031,0.969,0.000,0.938,0.031,0.000,0.000,0.014,0.986,S,L,0,0
587733610165633052,29,1,26,22,1,3,1,1,0.034,0.897,0.759,0.034,0.103,0.034,0.034,0.019,0.912,S,L,0,0
587724233184378980,44,13,30,22,0,8,1,0,0.295,0.682,0.500,0.000,0.182,0.023,0.000,0.209,0.767,U,L,0,0
587741600419020928,27,0,27,0,27,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588017567099519107,29,27,1,0,0,1,1,0,0.931,0.034,0.000,0.000,0.034,0.034,0.000,0.901,0.063,U,M,0,0
587733441582530856,40,37,2,0,0,2,1,0,0.925,0.050,0.000,0.000,0.050,0.025,0.000,0.860,0.113,U,M,0,0
588017949896540271,29,3,26,0,24,2,0,0,0.103,0.897,0.000,0.828,0.069,0.000,0.000,0.102,0.898,S,L,0,0
588017603611328616,25,3,22,7,0,15,0,0,0.120,0.880,0.280,0.000,0.600,0.000,0.000,0.047,0.953,S,L,0,0
588017604700930121,36,5,9,1,2,6,7,15,0.139,0.250,0.028,0.056,0.167,0.194,0.417,0.115,0.267,U,N,1,0
588017625609404561,59,16,39,2,32,5,3,1,0.271,0.661,0.034,0.542,0.085,0.051,0.017,0.176,0.753,U,L,0,0
587736916748664919,38,15,20,2,1,17,1,2,0.395,0.526,0.053,0.026,0.447,0.026,0.053,0.124,0.772,S,L,0,0
588017977812975669,26,1,25,0,25,0,0,0,0.038,0.962,0.000,0.962,0.000,0.000,0.000,0.035,0.965,S,L,0,0
587724649262350454,50,5,5,0,3,2,3,37,0.100,0.100,0.000,0.060,0.040,0.060,0.740,0.069,0.109,U,N,1,1
587741489301684323,53,0,53,52,1,0,0,0,0.000,1.000,0.981,0.019,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588017110750658660,25,16,2,0,0,2,0,7,0.640,0.080,0.000,0.000,0.080,0.000,0.280,0.607,0.108,U,M,0,0
587726877806166202,33,9,23,0,3,20,1,0,0.273,0.697,0.000,0.091,0.606,0.030,0.000,0.077,0.887,S,L,0,0
587732577239761072,18,14,0,0,0,0,3,1,0.778,0.000,0.000,0.000,0.000,0.167,0.056,0.778,0.000,U,M,0,0
588007004708733070,23,21,1,0,1,0,1,0,0.913,0.043,0.000,0.043,0.000,0.043,0.000,0.862,0.092,U,M,0,0
587728666116686066,76,3,73,0,39,34,0,0,0.039,0.961,0.000,0.513,0.447,0.000,0.000,0.036,0.964,S,L,0,0
587736919970939206,55,0,54,52,2,0,0,1,0.000,0.982,0.945,0.036,0.000,0.000,0.018,0.000,0.982,S,L,0,0
588010359624695892,25,0,25,0,25,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587735348574617698,31,17,13,3,5,5,1,0,0.548,0.419,0.097,0.161,0.161,0.032,0.000,0.184,0.766,S,L,0,0
588010880365690946,32,0,31,31,0,0,0,1,0.000,0.969,0.969,0.000,0.000,0.000,0.031,0.000,0.969,S,L,0,0
587726879416779125,36,2,34,31,0,3,0,0,0.056,0.944,0.861,0.000,0.083,0.000,0.000,0.017,0.983,S,L,0,0
587724242840715359,50,44,5,2,1,2,1,0,0.880,0.100,0.040,0.020,0.040,0.020,0.000,0.847,0.132,U,M,0,0
587731872846643491,26,24,2,0,1,1,0,0,0.923,0.077,0.000,0.038,0.038,0.000,0.000,0.816,0.184,U,M,0,0
587744637491937490,57,16,5,1,1,3,3,33,0.281,0.088,0.018,0.018,0.053,0.053,0.579,0.215,0.112,U,N,1,1
587741489824071694,35,11,2,0,0,2,2,20,0.314,0.057,0.000,0.000,0.057,0.057,0.571,0.314,0.057,U,N,1,1
587738197185921300,37,6,24,23,0,1,2,5,0.162,0.649,0.622,0.000,0.027,0.054,0.135,0.040,0.749,U,L,0,0
587734841740886345,30,12,14,12,0,2,3,1,0.400,0.467,0.400,0.000,0.067,0.100,0.033,0.247,0.605,U,L,0,0
587735744229146905,52,51,1,0,0,1,0,0,0.981,0.019,0.000,0.000,0.019,0.000,0.000,0.944,0.056,E,M,0,0
587726879422808232,28,0,28,0,28,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587731185113760230,50,6,34,18,2,14,8,2,0.120,0.680,0.360,0.040,0.280,0.160,0.040,0.024,0.758,U,L,0,0
587732702317445418,22,19,2,0,0,2,1,0,0.864,0.091,0.000,0.000,0.091,0.045,0.000,0.779,0.172,U,M,0,0
587726016684032076,65,17,41,33,0,8,4,3,0.262,0.631,0.508,0.000,0.123,0.062,0.046,0.076,0.796,S,L,0,0
588018055115636859,26,3,3,1,0,2,4,16,0.115,0.115,0.038,0.000,0.077,0.154,0.615,0.083,0.127,U,N,1,1
588013382198296755,32,27,4,1,0,3,1,0,0.844,0.125,0.031,0.000,0.094,0.031,0.000,0.794,0.174,U,M,0,0
587727944563622074,57,55,2,0,1,1,0,0,0.965,0.035,0.000,0.018,0.018,0.000,0.000,0.955,0.045,E,M,0,0
587738570319200380,35,30,4,0,2,2,1,0,0.857,0.114,0.000,0.057,0.057,0.029,0.000,0.848,0.123,U,M,0,0
588848900986110263,25,4,21,2,17,2,0,0,0.160,0.840,0.080,0.680,0.080,0.000,0.000,0.088,0.912,S,L,0,0
587731870707220608,64,47,10,1,0,9,7,0,0.734,0.156,0.016,0.000,0.141,0.109,0.000,0.734,0.156,U,M,0,0
588013383281410264,33,31,2,0,0,2,0,0,0.939,0.061,0.000,0.000,0.061,0.000,0.000,0.861,0.139,U,M,0,0
587727221946581297,28,25,2,1,0,1,0,1,0.893,0.071,0.036,0.000,0.036,0.000,0.036,0.861,0.103,E,M,0,0
588010358548201560,28,0,28,28,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587731890576752767,28,7,5,0,0,5,2,14,0.250,0.179,0.000,0.000,0.179,0.071,0.500,0.225,0.198,U,N,1,0
588848900973330694,24,15,8,0,1,7,1,0,0.625,0.333,0.000,0.042,0.292,0.042,0.000,0.281,0.655,S,M,0,0
588017702943522819,61,9,8,0,4,4,10,34,0.148,0.131,0.000,0.066,0.066,0.164,0.557,0.148,0.131,U,N,1,1
588011103176228967,37,0,37,1,36,0,0,0,0.000,1.000,0.027,0.973,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587729774219034798,56,19,32,0,0,32,5,0,0.339,0.571,0.000,0.000,0.571,0.089,0.000,0.256,0.652,S,M,0,0
587732483301376203,61,50,9,0,2,7,2,0,0.820,0.148,0.000,0.033,0.115,0.033,0.000,0.670,0.291,U,M,0,0
587726015622938856,30,27,2,0,0,2,1,0,0.900,0.067,0.000,0.000,0.067,0.033,0.000,0.810,0.153,U,M,0,0
587731521203798284,65,49,8,0,4,4,8,0,0.754,0.123,0.000,0.062,0.062,0.123,0.000,0.751,0.126,U,M,0,0
587732048408543342,57,44,11,9,0,2,0,2,0.772,0.193,0.158,0.000,0.035,0.000,0.035,0.772,0.193,U,M,0,0
587725775066956195,53,2,51,35,8,8,0,0,0.038,0.962,0.660,0.151,0.151,0.000,0.000,0.018,0.982,S,L,0,0
587729409156579412,31,1,28,0,28,0,0,2,0.032,0.903,0.000,0.903,0.000,0.000,0.065,0.032,0.903,S,L,0,0
587733429773140055,19,8,6,0,2,4,5,0,0.421,0.316,0.000,0.105,0.211,0.263,0.000,0.356,0.373,U,M,0,0
588017702939787477,33,24,7,1,1,5,2,0,0.727,0.212,0.030,0.030,0.152,0.061,0.000,0.727,0.212,U,M,0,0
588017702410322248,43,1,42,41,1,0,0,0,0.023,0.977,0.953,0.023,0.000,0.000,0.000,0.023,0.977,S,L,0,0
587739303684735087,35,6,27,0,21,6,2,0,0.171,0.771,0.000,0.600,0.171,0.057,0.000,0.144,0.799,S,L,0,0
587728917374435497,33,30,3,3,0,0,0,0,0.909,0.091,0.091,0.000,0.000,0.000,0.000,0.860,0.140,U,M,0,0
587728879256600830,42,2,40,33,1,6,0,0,0.048,0.952,0.786,0.024,0.143,0.000,0.000,0.015,0.985,S,L,0,0
587733441045922035,27,3,24,23,0,1,0,0,0.111,0.889,0.852,0.000,0.037,0.000,0.000,0.020,0.980,S,L,0,0
587739721898459230,28,15,13,8,0,5,0,0,0.536,0.464,0.286,0.000,0.179,0.000,0.000,0.476,0.524,U,L,0,0
588017677154910321,65,54,10,0,0,10,1,0,0.831,0.154,0.000,0.000,0.154,0.015,0.000,0.831,0.154,E,M,0,0
587729775021981896,63,21,8,2,0,6,8,26,0.333,0.127,0.032,0.000,0.095,0.127,0.413,0.288,0.156,U,N,1,0
587741532243427436,60,1,59,0,59,0,0,0,0.017,0.983,0.000,0.983,0.000,0.000,0.000,0.017,0.983,S,L,0,0
587741390497185942,35,0,35,34,0,1,0,0,0.000,1.000,0.971,0.000,0.029,0.000,0.000,0.000,1.000,S,L,0,0
588017979408974093,30,1,29,1,25,3,0,0,0.033,0.967,0.033,0.833,0.100,0.000,0.000,0.019,0.981,S,L,0,0
587736586044899616,29,23,5,0,1,4,1,0,0.793,0.172,0.000,0.034,0.138,0.034,0.000,0.793,0.172,U,M,0,0
588010360151277748,30,26,1,0,0,1,3,0,0.867,0.033,0.000,0.000,0.033,0.100,0.000,0.867,0.033,E,M,0,0
587725993040347442,30,18,10,1,3,6,2,0,0.600,0.333,0.033,0.100,0.200,0.067,0.000,0.600,0.333,U,M,0,0
588013382200197210,26,0,26,26,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587739097521455213,56,13,39,30,1,8,4,0,0.232,0.696,0.536,0.018,0.143,0.071,0.000,0.057,0.859,S,L,0,0
588018090550034683,36,0,36,35,0,1,0,0,0.000,1.000,0.972,0.000,0.028,0.000,0.000,0.000,1.000,S,L,0,0
587733079738089562,33,0,32,0,32,0,0,1,0.000,0.970,0.000,0.970,0.000,0.000,0.030,0.000,0.970,S,L,0,0
587738953103245321,57,33,17,1,3,13,6,1,0.579,0.298,0.018,0.053,0.228,0.105,0.018,0.296,0.533,U,L,0,0
587725550672609386,25,1,24,1,23,0,0,0,0.040,0.960,0.040,0.920,0.000,0.000,0.000,0.028,0.972,S,L,0,0
587726878886592664,27,4,23,16,2,5,0,0,0.148,0.852,0.593,0.074,0.185,0.000,0.000,0.076,0.924,S,L,0,0
587729386067984432,24,0,24,24,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588848901528879270,57,40,11,2,0,9,4,2,0.702,0.193,0.035,0.000,0.158,0.070,0.035,0.702,0.193,U,M,0,0
588023045866651742,55,2,53,0,50,3,0,0,0.036,0.964,0.000,0.909,0.055,0.000,0.000,0.036,0.964,S,L,0,0
588016893323968655,32,28,4,0,1,3,0,0,0.875,0.125,0.000,0.031,0.094,0.000,0.000,0.778,0.222,U,M,0,0
587727178449420439,36,35,0,0,0,0,1,0,0.972,0.000,0.000,0.000,0.000,0.028,0.000,0.972,0.000,E,M,0,0
587736585509667104,22,7,10,1,5,4,0,5,0.318,0.455,0.045,0.227,0.182,0.000,0.227,0.095,0.620,U,L,0,0
588017570848899251,37,1,36,0,35,1,0,0,0.027,0.973,0.000,0.946,0.027,0.000,0.000,0.006,0.994,S,L,0,0
587725775602909652,29,25,2,0,0,2,1,1,0.862,0.069,0.000,0.000,0.069,0.034,0.034,0.778,0.145,U,M,0,0
587729776366714945,36,27,4,0,0,4,5,0,0.750,0.111,0.000,0.000,0.111,0.139,0.000,0.750,0.111,U,M,0,0
587727227842199670,46,1,45,34,0,11,0,0,0.022,0.978,0.739,0.000,0.239,0.000,0.000,0.008,0.992,S,L,0,0
587725816426397888,29,0,28,0,28,0,0,1,0.000,0.966,0.000,0.966,0.000,0.000,0.034,0.000,0.966,S,L,0,0
588297863641170085,32,29,1,0,0,1,2,0,0.906,0.031,0.000,0.000,0.031,0.062,0.000,0.863,0.071,U,M,0,0
587739505015455758,56,1,51,49,1,1,0,4,0.018,0.911,0.875,0.018,0.018,0.000,0.071,0.010,0.918,S,L,0,0
588017703477248127,32,5,27,2,21,4,0,0,0.156,0.844,0.062,0.656,0.125,0.000,0.000,0.063,0.937,S,L,0,0
587725470138171560,73,0,27,17,0,10,4,42,0.000,0.370,0.233,0.000,0.137,0.055,0.575,0.000,0.370,U,N,1,1
587730773887090890,37,1,36,35,1,0,0,0,0.027,0.973,0.946,0.027,0.000,0.000,0.000,0.010,0.990,S,L,0,0
588848900436328780,40,14,24,9,3,12,2,0,0.350,0.600,0.225,0.075,0.300,0.050,0.000,0.109,0.828,U,L,0,0
587734623239798994,27,19,7,0,3,4,1,0,0.704,0.259,0.000,0.111,0.148,0.037,0.000,0.605,0.356,U,M,0,0
587736809379791041,25,1,24,19,1,4,0,0,0.040,0.960,0.760,0.040,0.160,0.000,0.000,0.010,0.990,S,L,0,0
588017949887430668,19,3,3,0,1,2,4,9,0.158,0.158,0.000,0.053,0.105,0.211,0.474,0.123,0.176,U,N,1,0
587733609626206395,28,0,28,0,28,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588017948816048239,28,5,10,3,0,7,0,13,0.179,0.357,0.107,0.000,0.250,0.000,0.464,0.062,0.420,U,N,1,0
587727177931423890,37,27,10,0,4,6,0,0,0.730,0.270,0.000,0.108,0.162,0.000,0.000,0.291,0.709,S,L,0,0
588848899385721085,27,24,3,0,0,3,0,0,0.889,0.111,0.000,0.000,0.111,0.000,0.000,0.718,0.282,U,M,0,0
587733605332025495,32,2,30,18,0,12,0,0,0.062,0.938,0.562,0.000,0.375,0.000,0.000,0.013,0.987,S,L,0,0
587741533843554521,69,46,5,1,0,4,18,0,0.667,0.072,0.014,0.000,0.058,0.261,0.000,0.666,0.073,U,L,0,0
588848900989583442,36,0,36,0,36,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587735696985948247,31,22,7,3,0,4,2,0,0.710,0.226,0.097,0.000,0.129,0.065,0.000,0.708,0.227,U,M,0,0
588017567633506426,28,21,6,2,1,3,1,0,0.750,0.214,0.071,0.036,0.107,0.036,0.000,0.539,0.415,U,M,0,0
587741490901287086,29,5,24,0,14,10,0,0,0.172,0.828,0.000,0.483,0.345,0.000,0.000,0.090,0.910,S,L,0,0
588011102639947790,60,0,60,60,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587732470388949054,39,16,22,0,1,21,0,1,0.410,0.564,0.000,0.026,0.538,0.000,0.026,0.410,0.564,U,M,0,0
587726877268705613,26,25,1,0,0,1,0,0,0.962,0.038,0.000,0.000,0.038,0.000,0.000,0.945,0.055,E,M,0,0
587732482218262686,46,42,3,0,0,3,1,0,0.913,0.065,0.000,0.000,0.065,0.022,0.000,0.885,0.093,U,M,0,0
588011123039666242,32,2,30,0,30,0,0,0,0.062,0.938,0.000,0.938,0.000,0.000,0.000,0.062,0.938,S,L,0,0
587727177910583419,65,5,60,59,0,1,0,0,0.077,0.923,0.908,0.000,0.015,0.000,0.000,0.077,0.923,S,L,0,0
587735241717907592,34,16,18,1,1,16,0,0,0.471,0.529,0.029,0.029,0.471,0.000,0.000,0.471,0.529,U,M,0,0
587722981748834455,28,2,26,0,18,8,0,0,0.071,0.929,0.000,0.643,0.286,0.000,0.000,0.032,0.968,S,L,0,0
587733609627779335,25,14,9,0,5,4,2,0,0.560,0.360,0.000,0.200,0.160,0.080,0.000,0.196,0.678,U,L,0,0
587739098067894446,31,0,31,24,3,4,0,0,0.000,1.000,0.774,0.097,0.129,0.000,0.000,0.000,1.000,S,L,0,0
587725818021085352,36,0,36,0,36,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587725552283680878,19,16,3,1,0,2,0,0,0.842,0.158,0.053,0.000,0.105,0.000,0.000,0.766,0.234,U,M,0,0
587735489751154821,24,1,21,18,0,3,0,2,0.042,0.875,0.750,0.000,0.125,0.000,0.083,0.015,0.900,S,L,0,0
587726032774889623,64,57,2,0,0,2,5,0,0.891,0.031,0.000,0.000,0.031,0.078,0.000,0.866,0.055,E,M,0,0
588017977805504747,27,0,7,2,5,0,1,19,0.000,0.259,0.074,0.185,0.000,0.037,0.704,0.000,0.259,U,N,1,1
587736782002586073,29,1,28,27,1,0,0,0,0.034,0.966,0.931,0.034,0.000,0.000,0.000,0.034,0.966,S,L,0,0
588011217523310723,58,2,56,1,52,3,0,0,0.034,0.966,0.017,0.897,0.052,0.000,0.000,0.025,0.975,S,L,0,0
587732053242806589,56,0,56,55,0,1,0,0,0.000,1.000,0.982,0.000,0.018,0.000,0.000,0.000,1.000,S,L,0,0
587739829275459770,63,4,46,0,36,10,9,4,0.063,0.730,0.000,0.571,0.159,0.143,0.063,0.063,0.730,U,L,0,0
588017704540307580,31,7,24,17,0,7,0,0,0.226,0.774,0.548,0.000,0.226,0.000,0.000,0.226,0.774,S,L,0,0
588298664119763165,33,0,33,0,26,7,0,0,0.000,1.000,0.000,0.788,0.212,0.000,0.000,0.000,1.000,S,L,0,0
587735343188934861,28,15,7,0,4,3,5,1,0.536,0.250,0.000,0.143,0.107,0.179,0.036,0.191,0.472,U,L,0,0
587731185121165491,36,10,25,0,11,14,0,1,0.278,0.694,0.000,0.306,0.389,0.000,0.028,0.278,0.694,U,M,0,0
588015510341353606,30,22,7,0,1,6,1,0,0.733,0.233,0.000,0.033,0.200,0.033,0.000,0.338,0.600,U,L,0,0
587733609089925437,26,0,26,26,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587732702859755668,26,23,0,0,0,0,0,3,0.885,0.000,0.000,0.000,0.000,0.000,0.115,0.885,0.000,E,M,0,0
587735349087174841,45,2,43,42,1,0,0,0,0.044,0.956,0.933,0.022,0.000,0.000,0.000,0.036,0.964,S,L,0,0
587739809677770937,36,6,27,21,3,3,3,0,0.167,0.750,0.583,0.083,0.083,0.083,0.000,0.062,0.848,S,L,0,0
587736584441954596,17,1,13,0,13,0,1,2,0.059,0.765,0.000,0.765,0.000,0.059,0.118,0.016,0.801,S,L,0,0
587735347490455730,35,35,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,E,M,0,0
587726100415316004,57,0,57,56,1,0,0,0,0.000,1.000,0.982,0.018,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587727179000447051,53,3,50,44,0,6,0,0,0.057,0.943,0.830,0.000,0.113,0.000,0.000,0.017,0.983,S,L,0,0
587725817498042605,35,2,32,32,0,0,1,0,0.057,0.914,0.914,0.000,0.000,0.029,0.000,0.016,0.954,S,L,0,0
587733429236400285,32,0,27,0,27,0,1,4,0.000,0.844,0.000,0.844,0.000,0.031,0.125,0.000,0.844,S,L,0,0
588015508731461740,63,10,53,1,41,11,0,0,0.159,0.841,0.016,0.651,0.175,0.000,0.000,0.048,0.952,S,L,0,0
587732153104335024,28,9,18,16,0,2,1,0,0.321,0.643,0.571,0.000,0.071,0.036,0.000,0.115,0.842,U,L,0,0
587724241768611900,60,1,58,3,1,54,1,0,0.017,0.967,0.050,0.017,0.900,0.017,0.000,0.008,0.975,S,L,0,0
587736619321655444,24,15,6,0,1,5,3,0,0.625,0.250,0.000,0.042,0.208,0.125,0.000,0.570,0.302,U,M,0,0
587738568702230702,37,0,37,36,1,0,0,0,0.000,1.000,0.973,0.027,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587735431225933891,40,1,17,1,9,7,5,17,0.025,0.425,0.025,0.225,0.175,0.125,0.425,0.019,0.430,U,N,1,0
587734690348531948,32,0,32,32,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587732577765425348,28,5,23,1,20,2,0,0,0.179,0.821,0.036,0.714,0.071,0.000,0.000,0.087,0.913,S,L,0,0
587732771044327604,34,13,19,4,0,15,1,1,0.382,0.559,0.118,0.000,0.441,0.029,0.029,0.166,0.763,S,L,0,0
587739505551474767,55,37,17,6,3,8,1,0,0.673,0.309,0.109,0.055,0.145,0.018,0.000,0.411,0.565,U,L,0,0
587735666377687236,36,3,33,0,29,4,0,0,0.083,0.917,0.000,0.806,0.111,0.000,0.000,0.045,0.955,S,L,0,0
588011124117668002,30,25,4,0,1,3,1,0,0.833,0.133,0.000,0.033,0.100,0.033,0.000,0.629,0.326,U,M,0,0
588017719576887390,25,5,17,12,3,2,3,0,0.200,0.680,0.480,0.120,0.080,0.120,0.000,0.052,0.811,U,L,0,0
587729971786678529,32,2,29,1,26,2,1,0,0.062,0.906,0.031,0.812,0.062,0.031,0.000,0.033,0.935,S,L,0,0
587736585501737157,21,0,20,17,1,2,1,0,0.000,0.952,0.810,0.048,0.095,0.048,0.000,0.000,0.952,S,L,0,0
587736525372457083,21,1,20,0,19,1,0,0,0.048,0.952,0.000,0.905,0.048,0.000,0.000,0.026,0.974,S,L,0,0
587736585513795670,29,4,24,10,1,13,1,0,0.138,0.828,0.345,0.034,0.448,0.034,0.000,0.107,0.858,S,L,0,0
